Full Name,First Name,Last Name,Specialty,Parent Organization Name,City,State,Zip,Target,Priority,Territory Description,Product1 Sales 2025,Total Product1 Scripts 2025,Total Product2 Scripts 2025,Product1 Sales JAN 2025,Change in Product1 Scripts JAN 24-25,Change in Product1 Scripts 24 vs 25,Product1 Sales 2024,Total Product1 Scripts 2024,Total Product2 Scripts 2024,Product1 Sales JAN 2024,Product1 Sales 2024.1,Product1 Sales 2019,Total Product1 Scripts 2019,Total Product2 Scripts 2019,Full_Address,Latitude,Longitude
FirstName1259 LastName1259,FirstName1259,LastName1259,Specialty5,,APEX,NC,25050,Prospect,2,"RDU, NC",138,346,39,31,-2,-78,390,223,66,11,212,357,43,56,"2021 SHEPHERDS VINEYARD DR, APEX, NC 27502",35.7419734,-78.82382369999999
FirstName1260 LastName1260,FirstName1260,LastName1260,Specialty9,TRIANGLE PEDIATRICS,RALEIGH,NC,26732,,3,"RDU, NC",297,425,40,67,-6,-36,314,414,3,45,90,106,37,41,"2024 SHADOW CREEK DR, RALEIGH, NC 27604",35.8126277,-78.54865989999999
FirstName1261 LastName1261,FirstName1261,LastName1261,Specialty7,DAVIS GROVE PEDIATRICS,CARY,NC,26683,,2,"RDU, NC",98,292,35,12,2,-59,346,599,6,16,290,524,78,9,"204 DAVIS GROVE CIR, CARY, NC 27519",35.7772265,-78.84732559999999
FirstName1262 LastName1262,FirstName1262,LastName1262,Specialty10,,GOLDSBORO,NC,29310,Prospect,3,"RDU, NC",33,245,48,32,-9,53,564,337,85,10,7,115,616,29,"204 MALLOY ST, GOLDSBORO, NC 27534",35.3690624,-77.9441496
FirstName1263 LastName1263,FirstName1263,LastName1263,Specialty5,,ELON,NC,26417,,2,"RDU, NC",231,367,50,28,-10,61,205,244,42,38,155,154,616,19,"2040 CAMPUS BOX, ELON, NC 27244",36.1056969,-79.5036182
FirstName1264 LastName1264,FirstName1264,LastName1264,Specialty2,,APEX,NC,27650,,1,"RDU, NC",129,103,5,6,1,55,375,39,55,4,44,356,115,30,"2046 CREEKSIDE LANDING DR, APEX, NC 27502",35.7464486,-78.884748
FirstName1265 LastName1265,FirstName1265,LastName1265,Specialty4,"PINEHURST MEDICAL CLINIC, INC",PINEHURST,NC,27458,,2,"RDU, NC",112,25,39,19,3,1,654,332,98,20,132,621,544,48,"205 PAGE RD, PINEHURST, NC 28374",35.2053878,-79.45348659999999
FirstName1266 LastName1266,FirstName1266,LastName1266,Specialty7,AVANCE CARE MIDTOWN,CHARLOTTE,NC,27863,Target,3,"RDU, NC",427,91,23,43,-13,26,232,287,4,50,182,391,315,49,"205 S KINGS DR, CHARLOTTE, NC 28204",35.2143578,-80.8323372
FirstName1267 LastName1267,FirstName1267,LastName1267,Specialty4,ATRIUM HEALTH CAROLINAS MEDICAL CENTER,CHARLOTTE,NC,28054,,3,"RDU, NC",301,417,28,76,-13,76,95,295,28,3,135,545,472,33,"205 S KINGS DR, CHARLOTTE, NC 28204",35.2143578,-80.8323372
FirstName1268 LastName1268,FirstName1268,LastName1268,Specialty4,INDEPENDENT PHYSICIANS OF THE CAROLINAS,CHARLOTTE,NC,27889,,1,"RDU, NC",205,212,38,61,0,18,544,142,19,48,148,120,360,11,"205 S KINGS DR, CHARLOTTE, NC 28204",35.2143578,-80.8323372
FirstName1269 LastName1269,FirstName1269,LastName1269,Specialty2,AVANCE CARE MIDTOWN,CHARLOTTE,NC,26466,,0,"RDU, NC",265,398,35,2,-12,-65,23,296,38,14,13,112,240,19,"205 S KINGS DR, CHARLOTTE, NC 28204",35.2143578,-80.8323372
FirstName1270 LastName1270,FirstName1270,LastName1270,Specialty5,"CHAPEL HILL PEDIATRICS AND ADOLESCENTS, PA",CHAPEL HILL,NC,24627,Target,0,"RDU, NC",241,184,23,26,-11,-9,385,496,38,0,84,582,331,49,"205 SAGE RD, CHAPEL HILL, NC 27514",35.94867929999999,-79.01453149999999
FirstName1271 LastName1271,FirstName1271,LastName1271,Specialty7,"CHAPEL HILL PEDIATRICS AND ADOLESCENTS, PA",CHAPEL HILL,NC,24854,Target,1,"RDU, NC",336,156,30,22,-5,-28,136,306,57,21,100,87,395,61,"205 SAGE RD, CHAPEL HILL, NC 27514",35.94867929999999,-79.01453149999999
FirstName1272 LastName1272,FirstName1272,LastName1272,Specialty6,"CHAPEL HILL PEDIATRICS AND ADOLESCENTS, PA",CHAPEL HILL,NC,24907,,0,"RDU, NC",161,363,35,9,-5,-47,529,251,58,20,126,319,319,36,"205 SAGE RD, CHAPEL HILL, NC 27514",35.94867929999999,-79.01453149999999
FirstName1273 LastName1273,FirstName1273,LastName1273,Specialty8,"CHAPEL HILL PEDIATRICS AND ADOLESCENTS, PA",CHAPEL HILL,NC,24893,Target,1,"RDU, NC",201,10,11,11,-2,-34,500,52,2,23,224,501,276,38,"205 SAGE RD, CHAPEL HILL, NC 27514",35.94867929999999,-79.01453149999999
FirstName1274 LastName1274,FirstName1274,LastName1274,Specialty5,"CHAPEL HILL PEDIATRICS AND ADOLESCENTS, PA",CHAPEL HILL,NC,28103,Target,2,"RDU, NC",116,175,27,53,4,-30,281,576,49,63,326,591,310,6,"205 SAGE RD, CHAPEL HILL, NC 27514",35.94867929999999,-79.01453149999999
FirstName1275 LastName1275,FirstName1275,LastName1275,Specialty3,"CHAPEL HILL PEDIATRICS AND ADOLESCENTS, PA",CHAPEL HILL,NC,28094,,3,"RDU, NC",222,276,10,2,-1,67,40,355,30,14,141,388,11,42,"205 SAGE RD, CHAPEL HILL, NC 27514",35.94867929999999,-79.01453149999999
FirstName1276 LastName1276,FirstName1276,LastName1276,Specialty9,"CHAPEL HILL PEDIATRICS AND ADOLESCENTS, PA",CHAPEL HILL,NC,26472,Target,1,"RDU, NC",291,206,2,13,-10,7,356,427,76,33,164,108,507,42,"205 SAGE RD, CHAPEL HILL, NC 27514",35.94867929999999,-79.01453149999999
FirstName1277 LastName1277,FirstName1277,LastName1277,Specialty2,"CHAPEL HILL PEDIATRICS AND ADOLESCENTS, PA",CHAPEL HILL,NC,27386,Target,0,"RDU, NC",112,278,22,39,6,38,289,332,90,18,21,401,275,23,"205 SAGE RD, CHAPEL HILL, NC 27514",35.94867929999999,-79.01453149999999
FirstName1278 LastName1278,FirstName1278,LastName1278,Specialty6,"CHAPEL HILL PEDIATRICS AND ADOLESCENTS, PA",CHAPEL HILL,NC,25079,Target,3,"RDU, NC",224,259,1,66,-8,28,510,26,50,22,175,400,334,31,"205 SAGE RD, CHAPEL HILL, NC 27514",35.94867929999999,-79.01453149999999
FirstName1279 LastName1279,FirstName1279,LastName1279,Specialty9,"CHAPEL HILL PEDIATRICS AND ADOLESCENTS, PA",CHAPEL HILL,NC,28429,,2,"RDU, NC",371,380,30,36,-13,36,311,487,57,21,121,448,255,18,"205 SAGE RD, CHAPEL HILL, NC 27514",35.94867929999999,-79.01453149999999
FirstName1280 LastName1280,FirstName1280,LastName1280,Specialty8,"CHAPEL HILL PEDIATRICS AND ADOLESCENTS, PA",CHAPEL HILL,NC,25116,,2,"RDU, NC",412,306,48,71,1,-29,247,399,9,57,246,54,597,43,"205 SAGE RD, CHAPEL HILL, NC 27514",35.94867929999999,-79.01453149999999
FirstName1281 LastName1281,FirstName1281,LastName1281,Specialty7,"CHAPEL HILL PEDIATRICS AND ADOLESCENTS, PA",CHAPEL HILL,NC,29072,Target,0,"RDU, NC",18,62,45,31,-1,59,518,294,49,55,224,592,314,60,"205 SAGE RD, CHAPEL HILL, NC 27514",35.94867929999999,-79.01453149999999
FirstName1282 LastName1282,FirstName1282,LastName1282,Specialty3,THE FAMILY HEALTH CENTERS,ASHEVILLE,NC,27405,,3,"RDU, NC",245,280,26,67,5,-42,537,106,85,28,275,359,598,9,"206 ASHELAND AVE, ASHEVILLE, NC 28801",35.5868151,-82.5558214
FirstName1283 LastName1283,FirstName1283,LastName1283,Specialty8,THE FAMILY HEALTH CENTERS,ASHEVILLE,NC,25558,,1,"RDU, NC",229,90,9,28,-3,-53,439,64,5,68,239,188,134,36,"206 ASHELAND AVE, ASHEVILLE, NC 28801",35.5868151,-82.5558214
FirstName1284 LastName1284,FirstName1284,LastName1284,Specialty8,THE FAMILY HEALTH CENTERS,ASHEVILLE,NC,25908,,1,"RDU, NC",99,127,20,61,-10,55,431,481,90,71,301,589,53,34,"206 ASHELAND AVE, ASHEVILLE, NC 28801",35.5868151,-82.5558214
FirstName1285 LastName1285,FirstName1285,LastName1285,Specialty4,,ASHEVILLE,NC,26023,Prospect,0,"RDU, NC",220,402,49,45,-3,6,527,575,76,18,148,255,532,38,"206 ASHELAND AVE, ASHEVILLE, NC 28801",35.5868151,-82.5558214
FirstName1286 LastName1286,FirstName1286,LastName1286,Specialty2,THE FAMILY HEALTH CENTERS,ASHEVILLE,NC,25373,,2,"RDU, NC",94,129,41,29,-13,-36,573,448,83,19,118,245,321,4,"206 ASHELAND AVE, ASHEVILLE, NC 28801",35.5868151,-82.5558214
FirstName1287 LastName1287,FirstName1287,LastName1287,Specialty6,THE FAMILY HEALTH CENTERS,ASHEVILLE,NC,29385,,2,"RDU, NC",376,86,13,49,-6,51,691,202,91,0,5,574,500,2,"206 ASHELAND AVE, ASHEVILLE, NC 28801",35.5868151,-82.5558214
FirstName1288 LastName1288,FirstName1288,LastName1288,Specialty5,THE FAMILY HEALTH CENTERS,ASHEVILLE,NC,26462,,2,"RDU, NC",245,125,29,33,-11,-18,146,444,72,20,246,629,404,38,"206 ASHELAND AVE, ASHEVILLE, NC 28801",35.5868151,-82.5558214
FirstName1289 LastName1289,FirstName1289,LastName1289,Specialty10,THE FAMILY HEALTH CENTERS,ASHEVILLE,NC,27491,Prospect,3,"RDU, NC",254,278,29,64,-5,40,308,649,50,4,73,614,243,21,"206 ASHELAND AVE, ASHEVILLE, NC 28801",35.5868151,-82.5558214
FirstName1290 LastName1290,FirstName1290,LastName1290,Specialty2,DUKE HEALTH LAKE NORMAN HOSPITAL,MOORESVILLE,NC,27511,,3,"RDU, NC",290,306,18,78,3,-18,89,500,25,45,42,89,409,42,"206 JOE KNOX AVE, MOORESVILLE, NC 28117",35.5895522,-80.8785522
FirstName1291 LastName1291,FirstName1291,LastName1291,Specialty9,NOVANT HEALTH GOHEALTH URGENT CARE HANES SQUARE,WINSTON SALEM,NC,25824,,2,"RDU, NC",62,361,34,70,-4,55,175,142,60,31,101,192,305,15,"2085 FRONTIS PLAZA BLVD, WINSTON SALEM, NC 27103",36.059338,-80.30519559999999
FirstName1292 LastName1292,FirstName1292,LastName1292,Specialty5,,WINSTON SALEM,NC,27911,,3,"RDU, NC",348,343,32,76,-1,55,142,544,9,3,66,493,641,42,"2085 FRONTIS PLAZA BLVD, WINSTON SALEM, NC 27103",36.059338,-80.30519559999999
FirstName1293 LastName1293,FirstName1293,LastName1293,Specialty7,NOVANT HEALTH GOHEALTH URGENT CARE HANES SQUARE,WINSTON SALEM,NC,26753,,1,"RDU, NC",95,91,28,36,-3,-6,69,401,66,37,286,294,186,17,"2085 FRONTIS PLAZA BLVD, WINSTON SALEM, NC 27103",36.059338,-80.30519559999999
FirstName1294 LastName1294,FirstName1294,LastName1294,Specialty10,,WINSTON SALEM,NC,26595,,1,"RDU, NC",348,398,8,52,-12,32,138,246,55,7,213,35,493,45,"2085 FRONTIS PLAZA BLVD, WINSTON SALEM, NC 27103",36.059338,-80.30519559999999
FirstName1295 LastName1295,FirstName1295,LastName1295,Specialty9,,WINSTON SALEM,NC,26943,,3,"RDU, NC",300,196,48,72,-2,-2,33,589,30,46,241,188,501,51,"2085 FRONTIS PLAZA BLVD, WINSTON SALEM, NC 27103",36.059338,-80.30519559999999
FirstName1296 LastName1296,FirstName1296,LastName1296,Specialty8,DERMATOLOGY OF NORTH ASHEVILLE,ASHEVILLE,NC,29619,,1,"RDU, NC",137,406,6,14,4,24,92,282,91,29,137,338,513,33,"209 E CHESTNUT ST, ASHEVILLE, NC 28801",35.602853,-82.5486417
FirstName1297 LastName1297,FirstName1297,LastName1297,Specialty9,MISSION COMMUNITY PRIMARY CARE HIGHLANDS,HIGHLANDS,NC,29689,Prospect,3,"RDU, NC",316,308,0,22,6,-75,470,584,18,28,32,476,104,40,"209 HOSPITAL DR, HIGHLANDS, NC 28741",35.085682,-83.185065
FirstName1298 LastName1298,FirstName1298,LastName1298,Specialty9,"ADULT INTERNAL MEDICINE, PA",HICKORY,NC,28032,,1,"RDU, NC",142,241,22,77,-10,78,577,532,97,5,174,238,272,21,"21 18TH AVE NW, HICKORY, NC 28601",35.7556619,-81.33689509999999
FirstName1299 LastName1299,FirstName1299,LastName1299,Specialty7,AVANCE PRIMARY CARE KNIGHTDALE,KNIGHTDALE,NC,27709,,1,"RDU, NC",57,296,42,79,-13,-1,97,390,44,42,191,188,442,44,"210 HINTON OAKS BLVD, KNIGHTDALE, NC 27545",35.7981521,-78.5112078
FirstName1300 LastName1300,FirstName1300,LastName1300,Specialty1,FIRST CARE MEDICAL CLINIC LOCUST,LOCUST,NC,28708,,1,"RDU, NC",395,416,4,73,-7,57,454,10,20,33,181,214,96,38,"210 MAIN ST W, LOCUST, NC 28097",35.2599904,-80.42767529999999
FirstName1301 LastName1301,FirstName1301,LastName1301,Specialty7,AVANCE CARE SOUTHEAST,RAEFORD,NC,26482,,1,"RDU, NC",244,393,19,52,1,-57,520,590,50,63,25,154,565,52,"210 MEDICAL PAVILION DR, RAEFORD, NC 28376",35.0300013,-79.107235
FirstName1302 LastName1302,FirstName1302,LastName1302,Specialty6,ORANGE FAMILY MEDICAL GROUP,HILLSBOROUGH,NC,25742,,0,"RDU, NC",209,64,8,46,-12,7,405,386,24,5,324,48,620,22,"210 S CAMERON ST, HILLSBOROUGH, NC 27278",36.0726145,-79.09683199999999
FirstName1303 LastName1303,FirstName1303,LastName1303,Specialty9,ORANGE FAMILY MEDICAL GROUP,HILLSBOROUGH,NC,28129,,1,"RDU, NC",351,122,41,13,7,-11,657,176,91,17,302,267,279,41,"210 S CAMERON ST, HILLSBOROUGH, NC 27278",36.0726145,-79.09683199999999
FirstName1304 LastName1304,FirstName1304,LastName1304,Specialty4,ORANGE FAMILY MEDICAL GROUP,HILLSBOROUGH,NC,26165,,0,"RDU, NC",59,187,2,2,-10,72,148,103,40,13,291,513,16,11,"210 S CAMERON ST, HILLSBOROUGH, NC 27278",36.0726145,-79.09683199999999
FirstName1305 LastName1305,FirstName1305,LastName1305,Specialty6,"WAKE EMERGENCY PHYSICIANS, PA",CARY,NC,27784,,0,"RDU, NC",351,265,13,8,0,-27,329,211,77,12,204,576,238,48,"210 TOWNE VILLAGE DR, CARY, NC 27513",35.7818326,-78.8396558
FirstName1306 LastName1306,FirstName1306,LastName1306,Specialty4,"WAKE EMERGENCY PHYSICIANS, PA",CARY,NC,26116,,2,"RDU, NC",129,117,15,3,-10,78,211,389,67,63,291,301,611,20,"210 TOWNE VILLAGE DR, CARY, NC 27513",35.7818326,-78.8396558
FirstName1307 LastName1307,FirstName1307,LastName1307,Specialty8,DUKE FAMILY MEDICINE CENTER,DURHAM,NC,25255,,0,"RDU, NC",151,172,48,28,0,43,582,545,76,21,58,360,462,31,"2100 ERWIN RD, DURHAM, NC 27705",36.0081147,-78.933279
FirstName1308 LastName1308,FirstName1308,LastName1308,Specialty6,DUKE FAMILY MEDICINE CENTER,DURHAM,NC,28010,,3,"RDU, NC",299,31,2,59,-2,-38,399,377,74,12,59,282,183,26,"2100 ERWIN RD, DURHAM, NC 27705",36.0081147,-78.933279
FirstName1309 LastName1309,FirstName1309,LastName1309,Specialty1,DUKE FAMILY MEDICINE CENTER,DURHAM,NC,24665,,1,"RDU, NC",275,183,29,68,-1,-54,33,339,43,19,221,69,338,42,"2100 ERWIN RD, DURHAM, NC 27705",36.0081147,-78.933279
FirstName1310 LastName1310,FirstName1310,LastName1310,Specialty2,DUKE FAMILY MEDICINE CENTER,DURHAM,NC,25506,,0,"RDU, NC",280,371,51,51,-7,-38,350,659,19,53,169,569,446,32,"2100 ERWIN RD, DURHAM, NC 27705",36.0081147,-78.933279
FirstName1311 LastName1311,FirstName1311,LastName1311,Specialty3,DUKE FAMILY MEDICINE CENTER,DURHAM,NC,27288,,3,"RDU, NC",166,25,45,61,-6,-73,214,202,100,21,267,466,595,4,"2100 ERWIN RD, DURHAM, NC 27705",36.0081147,-78.933279
FirstName1312 LastName1312,FirstName1312,LastName1312,Specialty5,"DUKE PRIVATE DIAGNOSTIC CLINIC, PLLC",DURHAM,NC,28808,,2,"RDU, NC",84,191,13,79,3,-35,230,175,5,58,112,399,352,16,"2100 ERWIN RD, DURHAM, NC 27705",36.0081147,-78.933279
FirstName1313 LastName1313,FirstName1313,LastName1313,Specialty4,DUKE FAMILY MEDICINE CENTER,DURHAM,NC,26341,Prospect,2,"RDU, NC",246,100,6,35,-12,11,29,534,51,71,286,60,162,44,"2100 ERWIN RD, DURHAM, NC 27705",36.0081147,-78.933279
FirstName1314 LastName1314,FirstName1314,LastName1314,Specialty5,DUKE FAMILY MEDICINE CENTER,DURHAM,NC,25775,,0,"RDU, NC",213,62,49,77,-7,54,194,655,6,73,170,252,275,1,"2100 ERWIN RD, DURHAM, NC 27705",36.0081147,-78.933279
FirstName1315 LastName1315,FirstName1315,LastName1315,Specialty3,PULMONARY AND CRITICAL CARE SERVICES,GREENVILLE,NC,28849,,0,"RDU, NC",101,31,39,68,-13,0,158,476,31,66,122,331,351,25,"2100 STANTONSBURG RD, GREENVILLE, NC 27834",35.6081952,-77.40152979999999
FirstName1316 LastName1316,FirstName1316,LastName1316,Specialty4,,GREENVILLE,NC,26185,,2,"RDU, NC",394,100,47,8,0,8,604,461,5,53,301,70,402,45,"2100 STANTONSBURG RD, GREENVILLE, NC 27834",35.6081952,-77.40152979999999
FirstName1317 LastName1317,FirstName1317,LastName1317,Specialty2,ECU HEALTH MEDICAL CENTER,GREENVILLE,NC,29118,,3,"RDU, NC",420,389,37,9,-9,-79,18,400,58,29,61,470,217,57,"2100 STANTONSBURG RD, GREENVILLE, NC 27834",35.6081952,-77.40152979999999
FirstName1318 LastName1318,FirstName1318,LastName1318,Specialty10,ATRIUM HEALTH LEVINE CHILDRENS SUBURBAN PEDIATRICS,DAVIDSON,NC,25971,,1,"RDU, NC",147,133,11,74,-13,67,324,234,3,20,270,28,584,2,"2101 SHILOH CHURCH RD, DAVIDSON, NC 28036",35.4424888,-80.7645088
FirstName1319 LastName1319,FirstName1319,LastName1319,Specialty5,HOPE PHYSICIANS AND URGENT CARE,KINSTON,NC,27917,,2,"RDU, NC",196,245,39,79,-8,18,459,584,85,72,68,402,470,38,"2104 N HERRITAGE ST, KINSTON, NC 28501",35.2837249,-77.5892886
FirstName1320 LastName1320,FirstName1320,LastName1320,Specialty3,,GREENSBORO,NC,25551,,2,"RDU, NC",294,37,11,68,4,64,425,481,49,52,93,284,576,44,"2115 CHURCHILL DR, GREENSBORO, NC 27410",36.1266317,-79.8519847
FirstName1321 LastName1321,FirstName1321,LastName1321,Specialty3,ADVANCE COMMUNITY HEALTH,APEX,NC,24886,,3,"RDU, NC",384,157,2,63,-3,-10,591,309,51,38,254,543,313,42,"212 S SALEM ST, APEX, NC 27502",35.7290153,-78.85342299999999
FirstName1322 LastName1322,FirstName1322,LastName1322,Specialty8,,CHARLOTTE,NC,24569,,3,"RDU, NC",352,3,11,42,6,-31,100,446,76,32,93,297,399,33,"2137 E 5TH ST, CHARLOTTE, NC 28204",35.2095288,-80.8175344
FirstName1323 LastName1323,FirstName1323,LastName1323,Specialty4,,NEWLAND,NC,26619,,1,"RDU, NC",76,363,34,49,5,-53,684,146,37,11,269,435,52,37,"2139 LINVILLE FALLS HWY, NEWLAND, NC 28657",36.0380907,-81.8864382
FirstName1324 LastName1324,FirstName1324,LastName1324,Specialty1,DUKE PRIMARY CARE MORRISVILLE,LILLINGTON,NC,29645,,0,"RDU, NC",119,277,5,74,-1,71,422,486,83,59,133,51,325,42,"215 BRIGHTWATER DR, LILLINGTON, NC 27546",35.4254562,-78.80826200000001
FirstName1325 LastName1325,FirstName1325,LastName1325,Specialty5,,MONROE,NC,27470,,2,"RDU, NC",353,278,41,72,6,40,30,564,31,64,318,184,409,41,"215 E JEFFERSON ST, MONROE, NC 28112",34.9836553,-80.548311
FirstName1326 LastName1326,FirstName1326,LastName1326,Specialty2,ATRIUM HEALTH CLEVELAND,CHARLOTTE,NC,25855,,2,"RDU, NC",321,112,36,17,2,-4,407,550,3,6,177,163,493,51,"215 N PINE ST, CHARLOTTE, NC 28202",35.2311588,-80.8451309
FirstName1327 LastName1327,FirstName1327,LastName1327,Specialty1,ATRIUM HEALTH RIVERBEND FAMILY PRACTICE MOUNT HOLLY,MOUNT HOLLY,NC,25392,,1,"RDU, NC",89,60,19,76,-2,-8,476,532,34,28,201,609,239,23,"215 S MAIN ST, MOUNT HOLLY, NC 28120",35.2949887,-81.0155237
FirstName1328 LastName1328,FirstName1328,LastName1328,Specialty8,,MOUNT HOLLY,NC,24738,,1,"RDU, NC",241,143,30,21,-2,-22,0,583,85,9,244,527,101,5,"215 S MAIN ST, MOUNT HOLLY, NC 28120",35.2949887,-81.0155237
FirstName1329 LastName1329,FirstName1329,LastName1329,Specialty6,MAYNARD CHILDRENS HOSPITAL,GREENVILLE,NC,25566,Target,1,"RDU, NC",36,310,17,44,-2,54,639,39,56,40,71,297,65,7,"2150 HERBERT CT, GREENVILLE, NC 27834",35.6037141,-77.4091335
FirstName1330 LastName1330,FirstName1330,LastName1330,Specialty8,,KING,NC,24550,,3,"RDU, NC",374,73,38,19,4,4,520,83,78,1,126,282,582,21,"216 MOORE RD, KING, NC 27021",36.2685718,-80.3395299
FirstName1331 LastName1331,FirstName1331,LastName1331,Specialty5,THE FAMILY HEALTH CENTERS,ARDEN,NC,28940,,1,"RDU, NC",291,110,40,3,-10,-64,39,569,77,8,81,578,517,33,"2161 HENDERSONVILLE RD, ARDEN, NC 28704",35.4801134,-82.52588759999999
FirstName1332 LastName1332,FirstName1332,LastName1332,Specialty5,THE FAMILY HEALTH CENTERS,ARDEN,NC,27323,,2,"RDU, NC",170,398,20,9,-12,77,79,573,52,0,18,30,284,44,"2161 HENDERSONVILLE RD, ARDEN, NC 28704",35.4801134,-82.52588759999999
FirstName1333 LastName1333,FirstName1333,LastName1333,Specialty2,THE FAMILY HEALTH CENTERS,ARDEN,NC,28049,,1,"RDU, NC",209,274,9,11,-5,-51,543,221,2,68,323,449,177,3,"2161 HENDERSONVILLE RD, ARDEN, NC 28704",35.4801134,-82.52588759999999
FirstName1334 LastName1334,FirstName1334,LastName1334,Specialty8,SANFORD TREATMENT CENTER,APEX,NC,28236,,3,"RDU, NC",188,43,52,43,-2,-42,230,341,36,55,263,394,423,38,"2172 N SALEM ST, APEX, NC 27523",35.7564939,-78.8343568
FirstName1335 LastName1335,FirstName1335,LastName1335,Specialty3,MAHEC FAMILY HEALTH CENTER AT NEWBRIDGE,ASHEVILLE,NC,26311,,0,"RDU, NC",183,181,47,78,-6,-38,684,533,7,59,106,267,170,46,"218 ELKWOOD AVE, ASHEVILLE, NC 28804",35.6366752,-82.5762062
FirstName1336 LastName1336,FirstName1336,LastName1336,Specialty10,UNC HEALTH PRIMARY CARE AT OBERLIN,RALEIGH,NC,28764,,1,"RDU, NC",309,292,5,55,-4,-41,621,414,69,61,36,621,525,26,"219 OBERLIN RD, RALEIGH, NC 27605",35.7879186,-78.6624599
FirstName1337 LastName1337,FirstName1337,LastName1337,Specialty5,UNC HEALTH PRIMARY CARE AT OBERLIN,RALEIGH,NC,28079,,1,"RDU, NC",353,26,45,0,6,58,151,169,38,74,57,262,132,23,"219 OBERLIN RD, RALEIGH, NC 27605",35.7879186,-78.6624599
FirstName1338 LastName1338,FirstName1338,LastName1338,Specialty2,"COMMUNITY FAMILY HEALTHCARE, PLLC",MORGANTON,NC,29369,,3,"RDU, NC",409,377,39,14,-10,67,512,270,96,28,99,437,211,38,"219A AVERY AVE, MORGANTON, NC 28655",35.7500659,-81.68757599999999
FirstName1339 LastName1339,FirstName1339,LastName1339,Specialty10,WAKE COUNTY HUMAN SERVICES,RALEIGH,NC,26935,,1,"RDU, NC",144,101,2,71,3,0,614,248,3,61,42,309,382,39,"220 SWINBURNE ST, RALEIGH, NC 27610",35.77922909999999,-78.5855109
FirstName1340 LastName1340,FirstName1340,LastName1340,Specialty3,UNC HEALTH BLUE RIDGE MORGANTON,MORGANTON,NC,29600,,0,"RDU, NC",101,356,36,60,2,-50,93,51,98,25,27,161,364,37,"2201 S STERLING ST, MORGANTON, NC 28655",35.726647,-81.6545336
FirstName1341 LastName1341,FirstName1341,LastName1341,Specialty1,"COMMUNITY FAMILY PRACTICE, PA",MORGANTON,NC,25025,,0,"RDU, NC",99,28,50,6,-11,-1,85,416,63,53,225,523,611,1,"2201 S STERLING ST, MORGANTON, NC 28655",35.726647,-81.6545336
FirstName1342 LastName1342,FirstName1342,LastName1342,Specialty6,THE BRENNER CHILDRENS HOSPITAL,OAK RIDGE,NC,27110,,1,"RDU, NC",4,197,10,56,-13,31,450,545,68,42,271,585,465,28,"2205 OAK RIDGE RD, OAK RIDGE, NC 27310",36.1727642,-79.9914753
FirstName1343 LastName1343,FirstName1343,LastName1343,Specialty10,NOVANT HEALTH FORSYTH PEDIATRICS OAK RIDGE,OAK RIDGE,NC,25942,,1,"RDU, NC",129,216,37,58,1,-49,186,162,7,58,202,235,49,49,"2205 OAK RIDGE RD, OAK RIDGE, NC 27310",36.1727642,-79.9914753
FirstName1344 LastName1344,FirstName1344,LastName1344,Specialty9,NOVANT HEALTH FORSYTH PEDIATRICS OAK RIDGE,OAK RIDGE,NC,25434,,2,"RDU, NC",178,186,38,60,0,-2,689,394,25,43,95,176,481,27,"2205 OAK RIDGE RD, OAK RIDGE, NC 27310",36.1727642,-79.9914753
FirstName1345 LastName1345,FirstName1345,LastName1345,Specialty5,FAMILY MEDICAL ASSOCIATES,MORGANTON,NC,28033,,3,"RDU, NC",107,226,5,48,-13,20,89,19,79,54,62,550,548,46,"2209 S STERLING ST, MORGANTON, NC 28655",35.7260734,-81.6547168
FirstName1346 LastName1346,FirstName1346,LastName1346,Specialty2,"HART FAMILY PRACTICE, PA",HICKORY,NC,26069,Prospect,3,"RDU, NC",418,347,42,51,7,61,198,291,99,27,323,550,155,58,"221 13TH AVENUE PL NW, HICKORY, NC 28601",35.7500757,-81.3409985
FirstName1347 LastName1347,FirstName1347,LastName1347,Specialty9,,DURHAM,NC,24588,,2,"RDU, NC",88,168,31,37,-13,-1,135,508,36,54,62,381,121,49,"2216 E NC HIGHWAY 54, DURHAM, NC 27713",35.9010207,-78.8921127
FirstName1348 LastName1348,FirstName1348,LastName1348,Specialty10,"SHANAHAN RHEUMATOLOGY AND IMMUNOTHERAPY, PLLC",DURHAM,NC,26105,,3,"RDU, NC",418,296,7,75,4,37,245,292,92,67,147,158,112,2,"2222 E NC HIGHWAY 54, DURHAM, NC 27713",35.8993718,-78.891956
FirstName1349 LastName1349,FirstName1349,LastName1349,Specialty4,,ASHEBORO,NC,29274,Prospect,0,"RDU, NC",371,274,24,43,0,57,66,397,34,23,194,296,628,25,"223 W WARD ST, ASHEBORO, NC 27203",35.7099788,-79.8160308
FirstName1350 LastName1350,FirstName1350,LastName1350,Specialty1,ASHEBORO PRIMARY CARE,ASHEBORO,NC,29030,,2,"RDU, NC",165,408,27,41,-9,-37,293,577,99,62,195,411,585,43,"223 W WARD ST, ASHEBORO, NC 27203",35.7099788,-79.8160308
